id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap,industry_graduation_levels,industry_current_levels,joy_working,joy_reading,joy_catching_up,joy_social_media,joy_watching_tv,joy_exercising,joy_sleeping,joy_care_giving,joy_parting_hosting,joy_eating_with_family,joy_eating_with_others,joy_eating_alone,joy_watching_TV_with_family,joy_watching_TV_with_others,joy_watching_TV_alone,joy_hanging_out_alone,joy_hanging_out_with_family,joy_hanging_out_with_others,joy_chores_alone,joy_chores_with_others,joy_chores_with_family,joy_commuting_alone,joy_volunteering,joy_therapy,joy_gaming,joy_school_learning,joy_side_projects,joy_job_searching,joy_napping,joy_hobbies
442.0,Xilio,inf,In a relationship,20th,5.0,0.0,0,1.0,No Kids,2.0,1434330.0,1.0,More than 1M,5.0,,86.0,24.0,,34.0,86.0,79.0,4.7,4.7,35.0,0 - 35,9.0,2.0,0.0,5.0,6.0,52.0,4.0,0.0,Finance,Other,3.0,0.3,1.6,1.6,2.5,0.7,0.1,0.2,0.6,0.3,2.3,1.6,1.8,9.9,2.3,5.4,10.6,5.8,0.4,0.2,0.4,2.45,2.49,1.35,1.3,2.1,0.55,0.05,0.2,Striver,63.0,87.0,-7.0,16.0,12.0,1.0,5.0,70,69,82,46,91,15,39,77,91,91,40,20,100,95,22,18,80,37,98,68,25,78,57,55,82,100,54,98,86,21
443.0,Xilio,Men,Married,5th,2.0,4.0,3+,4.0,Kids,1.0,281492.0,4.0,250K – 500K,3.0,99.0,42.0,87.0,51.0,12.0,42.0,49.0,2.3,2.3,68.0,Over 55,6.0,3.0,9.0,9.0,0.0,52.0,15.0,0.0,Healthcare,Tech,1.1,2.0,2.3,0.6,0.7,0.4,2.2,0.4,2.0,0.7,2.6,0.7,2.7,4.4,16.8,7.6,4.2,1.6,0.3,7.2,0.7,0.95,2.19,1.9,0.55,0.55,0.35,1.8,0.35,Joy Seeker,69.0,39.0,-17.0,11.0,-7.0,4.0,3.0,73,54,37,51,47,78,27,80,21,97,100,91,81,46,65,89,45,90,85,25,11,58,33,93,28,51,50,13,11,18
444.0,HBS,Women,In a relationship,40th+,9.0,1.0,1,2.0,Kids,1.0,4065851.0,1.0,More than 1M,5.0,79.0,36.0,13.0,inf,27.0,36.0,24.0,7.8,7.8,31.0,0 - 35,3.0,6.0,5.0,9.0,4.0,51.0,5.0,1.0,Other,Finance,1.1,1.3,2.5,3.0,1.2,2.9,0.1,1.9,1.2,1.1,2.9,1.3,0.7,4.3,11.1,8.3,19.9,2.8,1.9,0.3,3.2,0.95,2.19,2.1,2.5,1.0,2.4,0.1,1.6,Flourisher,22.0,15.0,9.0,,10.0,5.0,1.0,72,12,71,44,28,95,69,96,86,11,21,98,83,93,75,35,38,96,18,65,22,42,27,31,93,11,45,43,45,86
445.0,HBS,Women,Single,5th,2.0,1.0,1,2.0,Kids,1.0,521072.0,2.0,500K - 1M,4.0,10.0,96.0,14.0,92.0,85.0,96.0,72.0,2.9,2.9,44.0,35 - 45,6.0,9.0,6.0,11.0,12.0,50.0,5.0,1.0,Finance,Other,2.4,2.6,1.3,2.9,1.2,0.2,1.8,1.0,0.5,1.4,0.8,1.5,0.4,8.3,21.7,4.4,19.6,2.9,0.1,6.0,1.7,2.05,2.41,1.1,2.45,1.0,0.2,1.5,0.85,Striver,67.0,4.0,-5.0,-3.0,-13.0,1.0,5.0,78,46,16,96,45,67,97,11,50,93,55,72,81,57,87,34,46,18,19,54,54,28,36,69,70,15,100,92,20,93
446.0,HBS,Men,In a relationship,15th,4.0,2.0,2,3.0,Kids,1.0,1116880.0,3.0,More than 1M,5.0,80.0,16.0,18.0,70.0,13.0,16.0,10.0,4.6,4.6,47.0,45 - 55,4.0,9.0,5.0,2.0,2.0,55.0,15.0,1.0,Tech,inf,2.8,0.5,0.9,1.9,2.9,0.6,1.6,2.1,2.1,0.1,2.1,2.5,0.0,9.5,4.4,3.0,13.0,6.8,0.4,5.4,3.5,2.35,2.47,0.75,1.6,2.45,0.5,1.35,1.75,Joy Seeker,76.0,86.0,-17.0,-20.0,20.0,3.0,2.0,31,52,89,15,68,58,82,58,11,52,40,30,73,63,65,77,96,11,19,68,89,45,63,20,72,55,93,42,77,86
447.0,Xilio,Women,Single,15th,4.0,4.0,3+,4.0,Kids,1.0,4729303.0,4.0,More than 1M,5.0,59.0,66.0,26.0,88.0,84.0,66.0,95.0,8.9,8.9,72.0,Over 55,6.0,1.0,8.0,4.0,13.0,55.0,19.0,4.0,Healthcare,Other,3.0,2.1,0.8,2.4,0.5,1.0,2.9,inf,1.7,2.9,1.2,2.7,1.5,9.9,17.3,2.6,16.1,1.3,0.7,9.7,2.8,2.45,2.49,0.65,2.0,0.45,0.85,2.4,1.4,Joy Seeker,26.0,25.0,2.0,-22.0,-23.0,4.0,5.0,76,49,25,77,72,32,24,97,46,35,41,12,29,57,37,50,54,72,82,59,81,79,64,56,35,75,42,13,77,36
448.0,IWF,Women,Married,40th+,9.0,0.0,0,1.0,No Kids,2.0,4555897.0,4.0,More than 1M,5.0,18.0,77.0,36.0,,70.0,77.0,17.0,8.0,8.0,66.0,Over 55,9.0,2.0,0.0,4.0,15.0,50.0,16.0,0.0,Tech,Tech,2.3,2.5,0.6,2.1,2.4,1.9,1.5,0.8,2.6,inf,2.0,1.2,3.0,7.8,21.0,1.9,14.3,5.6,1.2,4.8,1.3,1.9,2.38,0.5,1.8,2.0,1.55,1.2,0.65,Purposeful Striver,16.0,13.0,20.0,-8.0,-16.0,3.0,3.0,85,99,13,27,86,98,13,40,54,80,41,91,81,15,73,68,25,60,71,94,52,24,30,40,44,90,34,53,73,99
449.0,IWF,Women,Single,20th,5.0,1.0,1,2.0,Kids,1.0,2085723.0,3.0,More than 1M,5.0,15.0,19.0,91.0,35.0,77.0,19.0,62.0,5.2,5.2,55.0,45 - 55,5.0,4.0,inf,2.0,13.0,50.0,inf,8.0,Consulting,Tech,1.1,2.8,0.2,1.8,1.0,1.6,0.2,2.0,0.4,1.0,1.4,0.1,2.1,4.4,23.6,0.6,,2.3,1.1,0.6,3.3,0.95,2.19,0.15,1.5,0.85,1.35,0.15,1.65,Triumvirate,51.0,82.0,-19.0,-17.0,12.0,2.0,3.0,35,64,13,82,55,43,72,49,89,47,62,97,82,43,80,54,40,40,99,21,81,33,68,86,76,49,28,85,10,72
450.0,IWF,Men,Married,10th,3.0,1.0,1,2.0,Kids,1.0,2278988.0,2.0,More than 1M,5.0,81.0,29.0,49.0,31.0,82.0,29.0,48.0,5.2,5.2,37.0,35 - 45,5.0,7.0,7.0,3.0,2.0,53.0,13.0,5.0,,Healthcare,0.3,2.0,1.0,0.2,2.2,0.4,1.7,0.3,2.4,1.0,3.0,2.6,0.9,1.8,17.1,3.4,1.1,5.1,0.3,5.5,0.6,0.2,2.04,0.85,0.15,1.85,0.3,1.4,0.3,Triumvirate,86.0,33.0,-10.0,3.0,-25.0,1.0,4.0,25,96,49,38,12,35,49,57,57,51,70,19,80,72,91,50,43,16,100,21,63,36,43,27,65,67,56,40,98,38
451.0,Xilio,Men,Single,1st,1.0,0.0,0,1.0,No Kids,2.0,4333244.0,4.0,More than 1M,5.0,40.0,81.0,24.0,90.0,34.0,81.0,54.0,8.2,8.2,67.0,Over 55,2.0,8.0,9.0,2.0,11.0,52.0,11.0,4.0,inf,Tech,2.3,1.5,0.8,1.4,1.3,0.9,2.5,1.6,2.0,1.3,2.2,0.5,2.6,8.0,12.4,2.7,9.1,2.9,0.6,8.4,2.7,1.95,2.39,0.7,1.15,1.05,0.7,2.1,1.35,Joyful Striver,57.0,16.0,-10.0,-13.0,1.0,1.0,3.0,60,48,26,86,83,56,18,60,33,14,55,36,87,87,73,47,59,39,69,42,83,58,67,31,49,87,94,89,35,31
452.0,Xilio,Women,Single,15th,4.0,0.0,0,1.0,No Kids,2.0,1344093.0,3.0,More than 1M,5.0,69.0,59.0,77.0,32.0,inf,59.0,90.0,5.1,5.1,54.0,45 - 55,5.0,9.0,8.0,4.0,0.0,52.0,13.0,1.0,Other,Consulting,1.7,1.9,2.9,2.0,1.7,0.7,3.0,1.3,0.3,1.9,2.9,1.9,2.3,6.0,15.4,9.7,13.5,4.0,0.5,10.0,2.2,1.4,2.28,2.4,1.7,1.45,0.6,2.5,1.1,Joyful Striver,29.0,42.0,7.0,-9.0,20.0,5.0,2.0,95,24,61,68,74,14,18,52,31,20,94,21,37,57,65,28,74,67,28,93,40,84,57,65,38,83,42,75,20,82
453.0,IWF,Women,Married,30th,7.0,2.0,2,3.0,Kids,1.0,2794673.0,2.0,More than 1M,5.0,27.0,34.0,51.0,46.0,10.0,34.0,11.0,5.8,5.8,inf,35 - 45,10.0,4.0,5.0,7.0,11.0,54.0,8.0,6.0,Healthcare,Tech,1.3,2.6,1.7,2.0,2.5,0.6,1.3,0.8,2.1,0.4,2.5,0.1,0.0,4.8,21.7,5.6,13.6,5.8,0.4,4.3,1.3,1.05,2.21,1.4,1.7,2.1,0.55,,0.65,Purpose Seeker,78.0,66.0,-22.0,19.0,-18.0,4.0,3.0,66,13,61,56,100,99,35,64,20,74,83,16,11,32,50,23,91,12,47,58,85,32,63,26,15,42,76,67,96,97
454.0,Xilio,Women,In a relationship,10th,3.0,1.0,1,2.0,Kids,1.0,3006242.0,4.0,More than 1M,5.0,22.0,81.0,70.0,27.0,34.0,81.0,10.0,6.8,6.8,,Over 55,2.0,3.0,6.0,6.0,14.0,55.0,0.0,9.0,Finance,Consulting,2.7,1.7,1.0,1.1,2.4,1.2,1.0,1.8,1.3,0.6,2.7,1.2,2.5,9.2,14.3,3.5,7.5,5.6,0.8,3.2,3.0,2.25,2.45,0.85,0.95,2.0,1.05,0.8,1.5,Striver,69.0,55.0,-22.0,6.0,20.0,1.0,2.0,38,95,45,26,17,29,13,97,67,43,89,26,52,93,50,30,71,60,15,30,18,42,27,47,61,71,23,69,11,28
455.0,IWF,Women,In a relationship,10th,3.0,4.0,3+,4.0,Kids,1.0,4610081.0,3.0,More than 1M,5.0,44.0,14.0,81.0,43.0,84.0,14.0,87.0,8.3,8.3,47.0,45 - 55,8.0,7.0,0.0,9.0,11.0,51.0,5.0,7.0,Tech,Tech,0.3,0.1,1.7,2.8,2.6,2.1,2.7,2.6,2.8,2.6,2.4,3.0,0.9,2.0,0.8,5.8,18.8,6.1,1.4,9.1,4.4,0.3,2.06,1.45,2.35,2.15,1.75,2.25,,Purposeful Striver,47.0,42.0,13.0,-4.0,16.0,3.0,3.0,87,34,47,31,60,15,90,58,55,10,16,74,17,22,13,24,52,65,24,69,82,50,12,34,10,21,88,11,92,47
456.0,Xilio,Men,In a relationship,15th,4.0,0.0,0,1.0,No Kids,2.0,2678790.0,4.0,More than 1M,5.0,87.0,10.0,91.0,30.0,88.0,10.0,73.0,5.8,5.8,79.0,Over 55,0.0,5.0,4.0,1.0,4.0,52.0,5.0,4.0,Other,Finance,1.5,2.8,0.4,0.5,0.2,0.7,0.6,3.0,0.4,0.8,1.4,0.3,0.4,5.4,23.3,1.4,3.3,0.4,0.4,1.9,5.0,1.25,2.25,0.35,0.4,0.15,0.55,0.5,2.5,Flourisher,62.0,34.0,14.0,-22.0,-9.0,5.0,1.0,78,22,59,77,90,79,25,99,38,92,13,73,22,56,66,12,65,82,56,61,57,65,33,41,61,58,42,45,49,48
457.0,Xilio,Women,In a relationship,30th,7.0,3.0,3+,4.0,Kids,1.0,3793024.0,1.0,More than 1M,5.0,25.0,32.0,96.0,16.0,90.0,32.0,74.0,7.5,7.5,35.0,0 - 35,4.0,5.0,9.0,10.0,8.0,50.0,6.0,6.0,Healthcare,Tech,0.0,2.1,inf,1.5,2.1,1.1,1.8,1.8,1.9,1.1,0.8,1.3,0.7,1.1,17.2,4.4,10.0,4.8,0.7,6.2,3.0,0.05,2.01,1.1,1.25,1.75,0.9,1.55,1.5,Striver,69.0,30.0,-9.0,-21.0,-17.0,4.0,,56,91,72,78,82,68,24,89,44,11,100,35,94,53,39,46,24,19,54,63,27,38,10,24,33,97,51,79,13,24
458.0,IWF,Women,Single,20th,5.0,1.0,1,2.0,Kids,1.0,2676791.0,4.0,More than 1M,5.0,14.0,42.0,90.0,84.0,52.0,42.0,98.0,5.7,5.7,72.0,Over 55,2.0,3.0,2.0,1.0,1.0,48.0,19.0,5.0,Healthcare,Consulting,1.4,2.0,1.9,2.1,0.4,1.2,1.2,1.2,1.1,2.6,1.1,0.9,1.4,5.2,16.9,6.3,13.8,1.0,0.8,4.1,2.0,1.15,2.23,1.55,1.75,0.35,1.0,1.0,1.0,Joy Seeker,76.0,13.0,11.0,11.0,-20.0,4.0,2.0,71,42,72,46,15,73,61,66,24,94,61,24,44,41,97,55,57,70,14,48,96,40,15,22,43,87,95,69,89,63
459.0,Xilio,Women,In a relationship,1st,1.0,,2,3.0,Kids,1.0,2740108.0,3.0,More than 1M,5.0,86.0,48.0,43.0,54.0,19.0,48.0,65.0,6.0,6.0,52.0,45 - 55,2.0,4.0,1.0,9.0,3.0,49.0,2.0,2.0,Other,Other,0.2,0.6,,2.1,1.2,2.9,0.1,0.7,2.9,2.0,0.1,2.7,1.3,1.5,5.4,4.9,13.9,2.9,2.0,0.4,1.1,0.15,2.03,1.2,1.75,1.05,2.45,0.1,0.55,Joyful Striver,16.0,13.0,13.0,15.0,17.0,5.0,5.0,78,25,71,58,98,27,78,86,69,29,98,42,32,35,93,25,58,59,87,58,20,74,28,67,16,14,74,32,46,41
460.0,IWF,Men,Married,20th,5.0,2.0,2,3.0,Kids,1.0,4863177.0,4.0,More than 1M,5.0,21.0,23.0,76.0,23.0,54.0,23.0,20.0,8.2,8.2,79.0,,1.0,9.0,2.0,3.0,11.0,50.0,4.0,2.0,Other,Consulting,0.4,2.0,1.2,1.9,inf,2.9,1.0,0.8,1.0,1.0,1.6,2.6,0.9,2.1,16.5,4.0,13.0,3.8,1.9,3.5,1.3,0.3,2.06,1.0,,1.35,2.4,0.85,0.65,Striver,90.0,18.0,3.0,-13.0,-1.0,5.0,2.0,85,51,16,22,48,13,14,24,51,70,40,71,55,62,55,23,90,56,62,73,71,27,95,99,84,60,56,56,70,55
461.0,Xilio,inf,Married,inf,6.0,4.0,3+,4.0,Kids,1.0,3383597.0,4.0,More than 1M,5.0,18.0,17.0,30.0,10.0,66.0,17.0,61.0,8.0,8.0,68.0,Over 55,7.0,0.0,4.0,3.0,3.0,52.0,4.0,5.0,Consulting,Tech,0.4,1.2,3.0,0.8,1.2,2.4,,1.4,2.9,2.1,1.5,0.7,0.5,2.1,9.8,9.9,5.5,2.8,1.6,2.7,2.4,0.3,2.06,2.5,0.7,1.0,2.0,0.65,1.2,Joy Seeker,90.0,32.0,10.0,8.0,13.0,2.0,3.0,25,75,36,43,69,26,29,36,52,96,84,56,24,23,65,18,53,99,75,95,93,91,52,59,20,78,44,55,100,70
462.0,Xilio,Women,Single,1st,1.0,1.0,1,2.0,Kids,1.0,95953.0,4.0,Less than 150K,1.0,81.0,85.0,28.0,34.0,83.0,85.0,31.0,3.1,3.1,69.0,Over 55,4.0,6.0,2.0,4.0,8.0,52.0,17.0,9.0,Consulting,Tech,1.9,2.0,2.6,0.5,1.6,0.7,2.1,1.1,2.7,0.1,1.6,0.2,2.3,6.8,16.3,8.8,3.1,3.6,0.5,6.9,1.8,1.6,2.32,2.2,0.4,1.3,0.6,1.7,0.9,Purpose Seeker,48.0,39.0,12.0,19.0,2.0,2.0,3.0,99,64,95,95,37,23,88,77,89,30,93,44,11,61,40,16,19,10,71,35,28,15,17,20,45,41,93,89,14,61
463.0,HBS,Women,Single,10th,3.0,4.0,3+,4.0,Kids,1.0,4019618.0,1.0,More than 1M,5.0,79.0,45.0,78.0,40.0,91.0,45.0,11.0,7.5,7.5,35.0,0 - 35,2.0,8.0,10.0,1.0,8.0,49.0,2.0,9.0,Finance,Healthcare,2.2,0.3,1.9,1.9,3.0,0.2,2.8,2.7,0.8,2.2,2.9,1.9,3.0,7.7,2.7,6.2,12.7,7.0,0.1,9.5,4.6,1.85,2.37,1.55,1.6,2.5,0.15,2.35,2.3,Joy Seeker,85.0,46.0,13.0,-4.0,7.0,1.0,4.0,99,51,23,62,63,87,27,89,83,97,45,74,70,45,97,23,29,66,32,80,99,61,78,22,29,58,41,53,24,43
464.0,Xilio,Men,Married,20th,5.0,4.0,3+,4.0,Kids,1.0,2627480.0,2.0,More than 1M,5.0,84.0,25.0,22.0,48.0,23.0,25.0,12.0,6.2,6.2,40.0,35 - 45,2.0,1.0,4.0,10.0,11.0,49.0,0.0,6.0,inf,Consulting,1.8,2.0,1.7,1.8,0.4,1.0,0.8,1.1,2.4,1.5,2.7,1.0,2.3,6.3,16.4,5.7,12.0,0.9,0.6,2.7,1.8,1.45,2.29,1.4,1.5,0.35,0.8,0.65,0.9,Purpose Seeker,39.0,29.0,inf,-3.0,11.0,1.0,2.0,57,43,80,96,46,22,11,73,58,77,63,81,85,17,16,15,79,47,53,16,83,49,61,59,72,69,64,28,96,82
465.0,HBS,Women,In a relationship,30th,7.0,4.0,3+,4.0,Kids,1.0,4227571.0,1.0,More than 1M,5.0,62.0,25.0,44.0,91.0,29.0,25.0,68.0,8.0,8.0,31.0,0 - 35,8.0,9.0,0.0,10.0,4.0,53.0,9.0,4.0,Consulting,Finance,2.9,3.0,1.9,0.5,2.0,0.8,2.4,1.1,3.0,2.4,0.5,2.0,0.9,9.7,25.0,6.2,3.6,4.7,0.5,8.1,1.9,2.4,2.48,1.55,0.45,1.7,0.65,2.05,0.95,Flourisher,33.0,62.0,9.0,-23.0,-17.0,2.0,1.0,94,39,95,60,18,16,22,39,73,21,63,85,73,49,99,94,17,71,61,81,33,74,82,47,89,55,63,58,76,44
466.0,HBS,Men,Single,20th,5.0,2.0,2,3.0,Kids,1.0,2952097.0,2.0,More than 1M,5.0,67.0,56.0,84.0,31.0,62.0,56.0,45.0,6.4,6.4,38.0,35 - 45,1.0,3.0,4.0,9.0,13.0,54.0,18.0,2.0,Healthcare,Healthcare,1.1,0.1,0.6,2.1,1.2,1.5,0.2,1.2,0.8,2.9,1.1,0.1,0.7,4.4,1.2,2.0,14.1,2.8,1.0,0.6,1.9,0.95,2.19,0.5,1.75,1.0,1.25,0.15,0.95,Striver,23.0,62.0,-19.0,16.0,-8.0,4.0,4.0,48,22,14,12,91,53,13,45,41,31,26,92,61,95,86,24,54,88,55,71,22,51,56,10,72,77,85,97,91,79
467.0,IWF,Men,In a relationship,30th,7.0,4.0,3+,4.0,Kids,1.0,187164.0,1.0,150K – 250K,2.0,96.0,,27.0,73.0,21.0,65.0,10.0,3.5,3.5,35.0,0 - 35,6.0,7.0,0.0,10.0,15.0,53.0,4.0,2.0,Other,Healthcare,0.9,2.9,1.2,1.4,0.4,2.3,1.6,2.5,1.3,2.8,1.3,0.4,0.7,3.6,24.4,4.0,9.1,0.9,1.6,5.4,4.2,0.7,2.14,1.0,1.15,0.35,1.95,1.35,2.1,Purposeful Striver,10.0,57.0,1.0,8.0,-5.0,5.0,4.0,42,22,64,51,65,24,51,76,73,29,84,34,45,31,63,61,43,98,28,99,55,77,94,48,78,50,60,67,35,46
468.0,HBS,Men,In a relationship,15th,4.0,inf,3+,4.0,Kids,1.0,4759930.0,4.0,More than 1M,5.0,18.0,58.0,97.0,23.0,31.0,58.0,33.0,9.1,9.1,74.0,Over 55,2.0,5.0,2.0,,9.0,49.0,12.0,0.0,Other,Healthcare,2.6,1.2,0.1,2.0,0.5,2.6,0.2,2.0,1.6,2.7,1.1,2.1,0.4,8.8,10.2,0.4,13.4,1.1,1.7,0.7,3.3,2.15,2.43,0.1,1.65,0.4,2.15,0.2,1.65,Joyful Striver,69.0,16.0,2.0,6.0,-24.0,5.0,4.0,32,27,11,41,68,28,83,95,11,91,39,66,76,25,17,81,60,79,97,97,62,41,37,36,97,90,89,100,15,87
469.0,,Men,,40th+,9.0,2.0,2,3.0,Kids,1.0,2258636.0,3.0,More than 1M,5.0,99.0,70.0,98.0,45.0,93.0,70.0,90.0,5.4,5.4,50.0,45 - 55,2.0,7.0,7.0,8.0,8.0,53.0,8.0,1.0,Consulting,Tech,0.7,2.6,1.4,2.5,2.8,2.5,2.8,1.8,0.9,1.5,2.4,0.6,1.7,3.0,21.8,4.8,16.7,6.6,1.7,9.3,3.1,0.55,2.11,1.2,2.1,2.35,2.1,2.35,1.55,Joyful Striver,34.0,56.0,-4.0,19.0,17.0,2.0,3.0,19,41,71,60,94,72,70,95,33,10,31,41,78,100,64,43,13,91,93,33,38,19,55,45,39,76,68,16,53,70
470.0,IWF,Men,Single,25th,6.0,0.0,0,1.0,No Kids,2.0,561831.0,4.0,500K - 1M,4.0,88.0,85.0,33.0,58.0,85.0,85.0,12.0,3.4,3.4,56.0,Over 55,7.0,8.0,2.0,3.0,10.0,53.0,18.0,1.0,Tech,Healthcare,2.9,2.3,1.6,0.5,2.6,1.1,2.3,1.0,0.0,1.1,1.6,2.6,inf,9.7,19.6,5.4,3.4,6.2,0.7,7.7,1.7,2.4,2.48,1.35,0.4,2.2,0.9,1.9,0.85,inf,52.0,10.0,-12.0,-5.0,12.0,3.0,4.0,78,48,100,94,11,44,17,58,96,39,52,72,76,69,78,10,48,74,56,49,45,78,13,41,39,22,81,50,67,58
471.0,HBS,Women,In a relationship,40th+,9.0,1.0,1,2.0,Kids,1.0,3019475.0,4.0,More than 1M,5.0,89.0,23.0,55.0,13.0,42.0,23.0,52.0,6.5,6.5,58.0,inf,2.0,3.0,0.0,1.0,11.0,55.0,3.0,3.0,Other,Healthcare,0.0,1.7,0.7,0.1,2.7,2.1,2.0,2.5,,1.4,1.7,0.2,2.1,1.1,14.2,2.3,0.4,6.3,1.4,6.6,4.1,0.05,2.01,0.55,0.05,2.25,1.7,1.65,2.05,Flourisher,10.0,30.0,-19.0,20.0,14.0,5.0,4.0,43,55,30,55,70,90,76,85,75,33,36,21,56,69,53,78,93,71,100,85,80,18,97,50,93,27,23,87,90,18
472.0,Xilio,Men,In a relationship,40th+,9.0,1.0,1,2.0,Kids,1.0,3236420.0,4.0,More than 1M,5.0,41.0,42.0,78.0,85.0,52.0,42.0,41.0,5.7,5.7,70.0,Over 55,1.0,2.0,9.0,7.0,1.0,55.0,2.0,3.0,Consulting,Finance,2.9,2.2,2.9,2.3,3.0,0.9,2.5,0.1,0.8,2.1,,0.6,2.0,9.7,18.5,9.6,15.6,6.9,0.6,8.2,0.2,2.4,2.48,2.4,1.95,2.5,0.8,2.05,0.1,Joyful Striver,19.0,25.0,11.0,18.0,10.0,2.0,1.0,61,38,88,30,67,44,72,64,47,23,46,72,92,19,22,95,33,65,61,56,26,78,17,24,31,96,27,24,55,28
473.0,HBS,Women,In a relationship,25th,6.0,2.0,2,3.0,Kids,1.0,3395884.0,4.0,More than 1M,5.0,43.0,61.0,49.0,64.0,49.0,61.0,81.0,6.3,6.3,72.0,Over 55,4.0,1.0,10.0,11.0,13.0,53.0,6.0,0.0,Other,Consulting,0.1,2.6,2.7,1.8,0.6,0.2,1.9,2.6,1.3,2.7,2.4,3.0,,1.4,22.0,9.1,12.2,1.5,0.1,6.5,4.4,0.1,2.02,2.25,1.5,0.5,0.15,1.6,2.2,Purpose Seeker,58.0,84.0,-4.0,-5.0,17.0,5.0,2.0,19,71,30,53,69,28,18,94,40,45,55,86,11,34,29,29,97,76,33,17,57,70,70,40,70,60,64,85,51,96
474.0,IWF,Women,Married,20th,5.0,2.0,2,3.0,Kids,1.0,3399720.0,2.0,inf,5.0,89.0,13.0,36.0,,73.0,13.0,54.0,7.8,7.8,45.0,35 - 45,5.0,9.0,7.0,2.0,10.0,54.0,15.0,9.0,Consulting,Finance,2.7,1.2,2.2,2.1,1.1,2.1,2.9,1.5,0.5,0.6,0.4,1.3,1.0,9.0,10.1,7.2,14.0,2.5,1.4,9.7,2.6,2.25,,1.8,1.75,0.9,1.75,2.4,1.3,Striver,1.0,5.0,-21.0,18.0,11.0,2.0,1.0,28,71,19,20,49,29,20,65,35,78,44,10,53,40,87,89,64,26,26,63,86,20,26,15,30,45,65,62,57,37
475.0,Xilio,Women,In a relationship,1st,1.0,1.0,,2.0,Kids,1.0,4741075.0,4.0,More than 1M,5.0,41.0,33.0,40.0,19.0,68.0,33.0,77.0,9.5,9.5,68.0,Over 55,7.0,10.0,4.0,10.0,1.0,49.0,4.0,4.0,Other,Healthcare,1.6,1.0,1.6,2.5,,0.0,2.1,1.2,2.6,2.8,2.1,2.1,2.0,5.7,8.2,5.3,16.8,4.7,0.0,7.1,2.0,1.3,2.26,1.35,2.1,1.65,0.0,1.8,1.0,Purposeful Striver,69.0,65.0,inf,-15.0,-11.0,5.0,4.0,67,66,96,77,45,44,51,77,38,84,13,60,73,30,41,16,35,17,98,18,33,100,43,98,46,90,58,32,36,89
476.0,HBS,Men,Married,40th+,9.0,3.0,3+,4.0,Kids,1.0,2670328.0,4.0,More than 1M,5.0,77.0,64.0,78.0,67.0,68.0,64.0,23.0,6.1,6.1,71.0,Over 55,0.0,4.0,2.0,4.0,6.0,49.0,1.0,1.0,Other,Consulting,3.0,2.0,2.6,2.4,1.5,1.2,2.8,1.5,2.1,2.4,1.3,0.5,1.0,9.9,16.7,8.7,16.1,3.4,0.8,9.2,2.5,2.5,2.5,2.15,2.0,1.2,1.0,2.3,1.25,Joy Seeker,4.0,49.0,1.0,13.0,2.0,5.0,2.0,10,25,67,10,46,41,22,53,76,33,89,79,90,100,69,16,34,69,55,12,63,77,29,61,36,43,69,86,29,35
477.0,Xilio,Men,In a relationship,40th+,9.0,3.0,,4.0,Kids,1.0,721095.0,1.0,500K - 1M,4.0,19.0,15.0,38.0,33.0,80.0,15.0,63.0,4.1,4.1,33.0,0 - 35,3.0,1.0,0.0,1.0,8.0,55.0,17.0,3.0,Other,Other,0.2,2.4,0.4,2.9,1.3,1.0,1.6,2.0,0.3,2.9,0.9,1.8,0.6,1.7,20.2,1.3,19.2,2.9,0.7,5.2,,0.2,,0.35,2.4,1.05,0.8,1.3,1.65,Purposeful Striver,16.0,3.0,-5.0,-22.0,-8.0,5.0,5.0,78,65,48,72,88,57,45,40,87,69,89,17,87,90,59,59,45,49,73,63,100,83,89,91,44,21,62,82,79,47
